pair_a,pair_b,sector,tick_minutes,model,pair_selection,position_policy,cointegration_policy,exec_delay_ticks,param_grid_size,sharpe,committed_return_annual,invested_return_annual,num_trades,hit_rate,max_drawdown,avg_holding_minutes
TATASTEEL,JSWSTEEL,Materials,15,Preferred,Random,Carry,RollingCheck,1,16,0.78,0.0819,0.0629,64,0.559,0.065,15.5
TATASTEEL,JSWSTEEL,Materials,15,Preferred,Random,Carry,SkipCheck,0,16,1.19,0.2661,0.2253,70,0.537,0.165,22.0
TATASTEEL,JSWSTEEL,Materials,15,Preferred,Random,Carry,SkipCheck,1,16,0.79,0.182,0.1511,54,0.6,0.162,23.6
TATASTEEL,JSWSTEEL,Materials,15,Preferred,Random,EOD_Flat,RollingCheck,0,16,1.14,0.2114,0.173,58,0.522,0.103,29.7
TATASTEEL,JSWSTEEL,Materials,15,Preferred,Random,EOD_Flat,RollingCheck,1,16,0.7,0.1587,0.1414,68,0.513,0.078,21.1
TATASTEEL,JSWSTEEL,Materials,15,Preferred,Random,EOD_Flat,SkipCheck,0,16,1.25,0.2047,0.1729,46,0.421,0.122,24.7
TATASTEEL,JSWSTEEL,Materials,15,Preferred,Random,EOD_Flat,SkipCheck,1,16,0.7,0.1634,0.1363,56,0.533,0.149,22.3
TATASTEEL,JSWSTEEL,Materials,30,Classical,Ranked,Carry,RollingCheck,0,16,0.83,0.1552,0.1425,82,0.533,0.064,24.3
TATASTEEL,JSWSTEEL,Materials,30,Classical,Ranked,Carry,RollingCheck,1,16,0.61,0.0959,0.0929,54,0.461,0.131,26.2
TATASTEEL,JSWSTEEL,Materials,30,Classical,Ranked,Carry,SkipCheck,0,16,0.94,0.1083,0.1036,72,0.482,0.123,19.3
TATASTEEL,JSWSTEEL,Materials,30,Classical,Ranked,Carry,SkipCheck,1,16,0.67,0.1188,0.0985,67,0.458,0.186,22.9
TATASTEEL,JSWSTEEL,Materials,30,Classical,Ranked,EOD_Flat,RollingCheck,0,16,0.84,0.1117,0.0796,69,0.406,0.132,24.4
TATASTEEL,JSWSTEEL,Materials,30,Classical,Ranked,EOD_Flat,RollingCheck,1,16,0.69,0.0755,0.0691,60,0.538,0.102,21.8
TATASTEEL,JSWSTEEL,Materials,30,Classical,Ranked,EOD_Flat,SkipCheck,0,16,0.98,0.1033,0.0898,42,0.517,0.164,12.5
TATASTEEL,JSWSTEEL,Materials,30,Classical,Ranked,EOD_Flat,SkipCheck,1,16,0.67,0.0997,0.0875,68,0.448,0.161,28.2
TATASTEEL,JSWSTEEL,Materials,30,Classical,Random,Carry,RollingCheck,0,16,0.97,0.0663,0.0531,38,0.505,0.104,22.5
TATASTEEL,JSWSTEEL,Materials,30,Classical,Random,Carry,RollingCheck,1,16,0.44,0.0352,0.0316,34,0.476,0.061,23.8
TATASTEEL,JSWSTEEL,Materials,30,Classical,Random,Carry,SkipCheck,0,16,0.49,0.1309,0.1205,59,0.473,0.138,18.8
TATASTEEL,JSWSTEEL,Materials,30,Classical,Random,Carry,SkipCheck,1,16,0.49,0.0699,0.0645,47,0.498,0.121,22.4
TATASTEEL,JSWSTEEL,Materials,30,Classical,Random,EOD_Flat,RollingCheck,0,16,0.46,0.0978,0.0826,48,0.494,0.099,17.0
TATASTEEL,JSWSTEEL,Materials,30,Classical,Random,EOD_Flat,RollingCheck,1,16,0.58,0.0489,0.0351,45,0.51,0.118,17.1
TATASTEEL,JSWSTEEL,Materials,30,Classical,Random,EOD_Flat,SkipCheck,0,16,0.6,0.1309,0.1082,59,0.472,0.171,29.2
TATASTEEL,JSWSTEEL,Materials,30,Classical,Random,EOD_Flat,SkipCheck,1,16,0.33,0.0323,0.0237,48,0.487,0.168,24.0
TATASTEEL,JSWSTEEL,Materials,30,Preferred,Ranked,Carry,RollingCheck,0,16,1.54,0.2275,0.1904,84,0.544,0.091,14.2
TATASTEEL,JSWSTEEL,Materials,30,Preferred,Ranked,Carry,RollingCheck,1,16,1.1,0.1611,0.1423,35,0.565,0.148,17.9
TATASTEEL,JSWSTEEL,Materials,30,Preferred,Ranked,Carry,SkipCheck,0,16,1.57,0.3844,0.2806,80,0.468,0.127,17.3
TATASTEEL,JSWSTEEL,Materials,30,Preferred,Ranked,Carry,SkipCheck,1,16,1.06,0.2013,0.1485,81,0.572,0.149,18.8
TATASTEEL,JSWSTEEL,Materials,30,Preferred,Ranked,EOD_Flat,RollingCheck,0,16,1.47,0.2584,0.2292,54,0.512,0.143,25.6
TATASTEEL,JSWSTEEL,Materials,30,Preferred,Ranked,EOD_Flat,RollingCheck,1,16,0.89,0.1327,0.123,36,0.543,0.107,20.6
TATASTEEL,JSWSTEEL,Materials,30,Preferred,Ranked,EOD_Flat,SkipCheck,0,16,1.41,0.2198,0.1636,55,0.532,0.108,27.4
TATASTEEL,JSWSTEEL,Materials,30,Preferred,Ranked,EOD_Flat,SkipCheck,1,16,0.98,0.1695,0.1204,79,0.539,0.146,20.4
TATASTEEL,JSWSTEEL,Materials,30,Preferred,Random,Carry,RollingCheck,0,16,1.26,0.2084,0.1542,62,0.571,0.137,19.1
TATASTEEL,JSWSTEEL,Materials,30,Preferred,Random,Carry,RollingCheck,1,16,0.71,0.0954,0.0869,68,0.521,0.116,20.4
TATASTEEL,JSWSTEEL,Materials,30,Preferred,Random,Carry,SkipCheck,0,16,1.05,0.2266,0.1793,78,0.525,0.152,19.1
TATASTEEL,JSWSTEEL,Materials,30,Preferred,Random,Carry,SkipCheck,1,16,0.77,0.1172,0.1086,83,0.473,0.169,18.1
TATASTEEL,JSWSTEEL,Materials,30,Preferred,Random,EOD_Flat,RollingCheck,0,16,1.08,0.1433,0.1075,42,0.466,0.124,16.8
TATASTEEL,JSWSTEEL,Materials,30,Preferred,Random,EOD_Flat,RollingCheck,1,16,0.94,0.15,0.1239,48,0.633,0.113,20.0
TATASTEEL,JSWSTEEL,Materials,30,Preferred,Random,EOD_Flat,SkipCheck,0,16,1.26,0.2682,0.1908,62,0.548,0.122,6.4
TATASTEEL,JSWSTEEL,Materials,30,Preferred,Random,EOD_Flat,SkipCheck,1,16,0.83,0.1525,0.1334,65,0.566,0.074,6.8
TATASTEEL,JSWSTEEL,Materials,60,Classical,Ranked,Carry,RollingCheck,0,16,0.99,0.1372,0.1247,48,0.498,0.054,51.6
TATASTEEL,JSWSTEEL,Materials,60,Classical,Ranked,Carry,RollingCheck,1,16,0.64,0.0896,0.0849,50,0.504,0.12,47.4
TATASTEEL,JSWSTEEL,Materials,60,Classical,Ranked,Carry,SkipCheck,0,16,0.97,0.1149,0.11,45,0.47,0.108,41.4
TATASTEEL,JSWSTEEL,Materials,60,Classical,Ranked,Carry,SkipCheck,1,16,0.68,0.1432,0.11,52,0.452,0.115,47.5
TATASTEEL,JSWSTEEL,Materials,60,Classical,Ranked,EOD_Flat,RollingCheck,0,16,0.9,0.1292,0.0974,58,0.549,0.091,49.9
TATASTEEL,JSWSTEEL,Materials,60,Classical,Ranked,EOD_Flat,RollingCheck,1,16,0.62,0.0348,0.0307,53,0.497,0.132,46.3
TATASTEEL,JSWSTEEL,Materials,60,Classical,Ranked,EOD_Flat,SkipCheck,0,16,1.08,0.0772,0.0651,73,0.487,0.111,48.7
TATASTEEL,JSWSTEEL,Materials,60,Classical,Ranked,EOD_Flat,SkipCheck,1,16,0.73,0.0915,0.0904,14,0.529,0.127,39.5
TATASTEEL,JSWSTEEL,Materials,60,Classical,Random,Carry,RollingCheck,0,16,0.55,0.0609,0.05,48,0.507,0.114,39.1
TATASTEEL,JSWSTEEL,Materials,60,Classical,Random,Carry,RollingCheck,1,16,0.28,0.0522,0.0415,56,0.473,0.144,35.7
TATASTEEL,JSWSTEEL,Materials,60,Classical,Random,Carry,SkipCheck,0,16,0.7,0.1368,0.0963,54,0.418,0.153,49.5
TATASTEEL,JSWSTEEL,Materials,60,Classical,Random,Carry,SkipCheck,1,16,0.69,0.1364,0.1121,59,0.559,0.079,47.6
TATASTEEL,JSWSTEEL,Materials,60,Classical,Random,EOD_Flat,RollingCheck,0,16,0.79,0.0826,0.0706,79,0.47,0.108,39.3
TATASTEEL,JSWSTEEL,Materials,60,Classical,Random,EOD_Flat,RollingCheck,1,16,0.33,-0.0193,-0.018,81,0.496,0.065,49.5
TATASTEEL,JSWSTEEL,Materials,60,Classical,Random,EOD_Flat,SkipCheck,0,16,0.59,0.121,0.0928,34,0.502,0.05,48.0
TATASTEEL,JSWSTEEL,Materials,60,Classical,Random,EOD_Flat,SkipCheck,1,16,0.46,0.0701,0.0673,63,0.445,0.127,50.2
TATASTEEL,JSWSTEEL,Materials,60,Preferred,Ranked,Carry,RollingCheck,0,16,1.37,0.3027,0.2203,26,0.505,0.109,47.7
TATASTEEL,JSWSTEEL,Materials,60,Preferred,Ranked,Carry,RollingCheck,1,16,0.94,0.1146,0.111,59,0.575,0.129,35.0
TATASTEEL,JSWSTEEL,Materials,60,Preferred,Ranked,Carry,SkipCheck,0,16,1.39,0.3179,0.2928,36,0.489,0.117,35.0
TATASTEEL,JSWSTEEL,Materials,60,Preferred,Ranked,Carry,SkipCheck,1,16,0.95,0.1524,0.1208,58,0.568,0.183,37.4
TATASTEEL,JSWSTEEL,Materials,60,Preferred,Ranked,EOD_Flat,RollingCheck,0,16,1.52,0.2692,0.2375,63,0.52,0.124,41.7
TATASTEEL,JSWSTEEL,Materials,60,Preferred,Ranked,EOD_Flat,RollingCheck,1,16,0.9,0.1605,0.1529,37,0.54,0.156,37.4
TATASTEEL,JSWSTEEL,Materials,60,Preferred,Ranked,EOD_Flat,SkipCheck,0,16,1.34,0.2738,0.2154,48,0.516,0.169,41.4
TATASTEEL,JSWSTEEL,Materials,60,Preferred,Ranked,EOD_Flat,SkipCheck,1,16,0.96,0.1208,0.0987,50,0.587,0.114,42.7
TATASTEEL,JSWSTEEL,Materials,60,Preferred,Random,Carry,RollingCheck,0,16,1.15,0.1576,0.1471,61,0.555,0.162,39.8
TATASTEEL,JSWSTEEL,Materials,60,Preferred,Random,Carry,RollingCheck,1,16,0.77,0.1169,0.1065,59,0.545,0.157,39.6
TATASTEEL,JSWSTEEL,Materials,60,Preferred,Random,Carry,SkipCheck,0,16,1.12,0.2711,0.2558,53,0.461,0.148,50.5
TATASTEEL,JSWSTEEL,Materials,60,Preferred,Random,Carry,SkipCheck,1,16,0.95,0.1881,0.1833,67,0.518,0.07,47.5
TATASTEEL,JSWSTEEL,Materials,60,Preferred,Random,EOD_Flat,RollingCheck,0,16,0.89,0.1805,0.1577,62,0.598,0.13,56.4
TATASTEEL,JSWSTEEL,Materials,60,Preferred,Random,EOD_Flat,RollingCheck,1,16,0.57,0.1075,0.0811,29,0.552,0.113,36.6
TATASTEEL,JSWSTEEL,Materials,60,Preferred,Random,EOD_Flat,SkipCheck,0,16,1.19,0.2415,0.1767,69,0.579,0.108,46.4
TATASTEEL,JSWSTEEL,Materials,60,Preferred,Random,EOD_Flat,SkipCheck,1,16,0.91,0.1414,0.1234,51,0.655,0.104,45.2
LT,SIEMENS,Industrials,5,Classical,Ranked,Carry,RollingCheck,0,16,0.88,0.1767,0.1467,185,0.41,0.132,16.1
LT,SIEMENS,Industrials,5,Classical,Ranked,Carry,RollingCheck,1,16,0.61,0.1232,0.0901,144,0.602,0.129,16.1
LT,SIEMENS,Industrials,5,Classical,Ranked,Carry,SkipCheck,0,16,1.02,0.2053,0.1823,173,0.469,0.137,19.3
LT,SIEMENS,Industrials,5,Classical,Ranked,Carry,SkipCheck,1,16,0.81,0.1391,0.127,184,0.473,0.145,13.2
LT,SIEMENS,Industrials,5,Classical,Ranked,EOD_Flat,RollingCheck,0,16,0.81,0.1211,0.1186,191,0.526,0.16,26.6
LT,SIEMENS,Industrials,5,Classical,Ranked,EOD_Flat,RollingCheck,1,16,0.67,0.0718,0.0715,178,0.542,0.117,18.1
LT,SIEMENS,Industrials,5,Classical,Ranked,EOD_Flat,SkipCheck,0,16,1.0,0.2063,0.1728,178,0.468,0.143,19.7
LT,SIEMENS,Industrials,5,Classical,Ranked,EOD_Flat,SkipCheck,1,16,0.53,0.1472,0.1263,174,0.389,0.161,14.6
LT,SIEMENS,Industrials,5,Classical,Random,Carry,RollingCheck,0,16,0.78,0.1484,0.1158,168,0.481,0.11,20.5
LT,SIEMENS,Industrials,5,Classical,Random,Carry,RollingCheck,1,16,0.56,0.0879,0.0851,153,0.388,0.127,17.2
LT,SIEMENS,Industrials,5,Classical,Random,Carry,SkipCheck,0,16,0.64,0.1709,0.1412,184,0.421,0.114,25.9
LT,SIEMENS,Industrials,5,Classical,Random,Carry,SkipCheck,1,16,0.55,0.0373,0.0271,187,0.575,0.105,17.5
LT,SIEMENS,Industrials,5,Classical,Random,EOD_Flat,RollingCheck,0,16,0.71,0.1089,0.0768,181,0.47,0.104,25.0
LT,SIEMENS,Industrials,5,Classical,Random,EOD_Flat,RollingCheck,1,16,0.53,0.0167,0.0131,197,0.592,0.145,25.8
LT,SIEMENS,Industrials,5,Classical,Random,EOD_Flat,SkipCheck,0,16,0.59,0.0953,0.0703,185,0.46,0.086,22.3
LT,SIEMENS,Industrials,5,Classical,Random,EOD_Flat,SkipCheck,1,16,0.64,0.1233,0.1152,192,0.526,0.106,23.8
LT,SIEMENS,Industrials,5,Preferred,Ranked,Carry,RollingCheck,0,16,1.31,0.3216,0.3176,181,0.527,0.136,15.9
LT,SIEMENS,Industrials,5,Preferred,Ranked,Carry,RollingCheck,1,16,0.96,0.1624,0.1378,186,0.521,0.146,20.0
LT,SIEMENS,Industrials,5,Preferred,Ranked,Carry,SkipCheck,0,16,1.54,0.2913,0.2242,187,0.506,0.164,22.7
LT,SIEMENS,Industrials,5,Preferred,Ranked,Carry,SkipCheck,1,16,1.0,0.1442,0.1185,165,0.482,0.072,22.1
LT,SIEMENS,Industrials,5,Preferred,Ranked,EOD_Flat,RollingCheck,0,16,1.38,0.2814,0.2726,184,0.513,0.119,22.4
LT,SIEMENS,Industrials,5,Preferred,Ranked,EOD_Flat,RollingCheck,1,16,1.0,0.1814,0.1434,171,0.503,0.115,15.4
LT,SIEMENS,Industrials,5,Preferred,Ranked,EOD_Flat,SkipCheck,0,16,1.41,0.3103,0.2294,162,0.577,0.16,13.7
LT,SIEMENS,Industrials,5,Preferred,Ranked,EOD_Flat,SkipCheck,1,16,1.21,0.2005,0.1814,159,0.588,0.118,17.2
LT,SIEMENS,Industrials,5,Preferred,Random,Carry,RollingCheck,0,16,1.17,0.2684,0.2549,196,0.61,0.087,24.0
LT,SIEMENS,Industrials,5,Preferred,Random,Carry,RollingCheck,1,16,0.79,0.1561,0.1459,176,0.588,0.089,29.7
LT,SIEMENS,Industrials,5,Preferred,Random,Carry,SkipCheck,0,16,1.02,0.2521,0.2341,181,0.544,0.093,24.3
LT,SIEMENS,Industrials,5,Preferred,Random,Carry,SkipCheck,1,16,0.83,0.1629,0.1586,200,0.592,0.146,15.2
LT,SIEMENS,Industrials,5,Preferred,Random,EOD_Flat,RollingCheck,0,16,1.09,0.211,0.1874,184,0.535,0.141,13.9
LT,SIEMENS,Industrials,5,Preferred,Random,EOD_Flat,RollingCheck,1,16,0.93,0.0918,0.0672,191,0.521,0.146,13.9
LT,SIEMENS,Industrials,5,Preferred,Random,EOD_Flat,SkipCheck,0,16,1.3,0.2504,0.1855,172,0.508,0.111,17.5
LT,SIEMENS,Industrials,5,Preferred,Random,EOD_Flat,SkipCheck,1,16,0.76,0.193,0.1402,162,0.641,0.103,24.2
LT,SIEMENS,Industrials,15,Classical,Ranked,Carry,RollingCheck,0,16,0.97,0.1205,0.1179,78,0.499,0.173,17.7
LT,SIEMENS,Industrials,15,Classical,Ranked,Carry,RollingCheck,1,16,0.59,0.1064,0.086,50,0.51,0.136,9.1
LT,SIEMENS,Industrials,15,Classical,Ranked,Carry,SkipCheck,0,16,1.0,0.1847,0.1745,80,0.484,0.148,21.1
LT,SIEMENS,Industrials,15,Classical,Ranked,Carry,SkipCheck,1,16,0.87,0.0637,0.0566,43,0.487,0.11,22.4
LT,SIEMENS,Industrials,15,Classical,Ranked,EOD_Flat,RollingCheck,0,16,0.97,0.1048,0.0834,41,0.501,0.112,25.2
LT,SIEMENS,Industrials,15,Classical,Ranked,EOD_Flat,RollingCheck,1,16,0.57,0.0905,0.0636,60,0.485,0.154,5.8
LT,SIEMENS,Industrials,15,Classical,Ranked,EOD_Flat,SkipCheck,0,16,0.95,0.1568,0.1436,85,0.479,0.14,17.1
LT,SIEMENS,Industrials,15,Classical,Ranked,EOD_Flat,SkipCheck,1,16,0.53,0.1084,0.0836,76,0.521,0.074,17.3
LT,SIEMENS,Industrials,15,Classical,Random,Carry,RollingCheck,0,16,0.69,0.1251,0.1044,38,0.497,0.076,26.6
LT,SIEMENS,Industrials,15,Classical,Random,Carry,RollingCheck,1,16,0.45,0.0653,0.0553,72,0.506,0.113,26.9
LT,SIEMENS,Industrials,15,Classical,Random,Carry,SkipCheck,0,16,0.76,0.1785,0.1513,57,0.431,0.128,19.1
LT,SIEMENS,Industrials,15,Classical,Random,Carry,SkipCheck,1,16,0.53,0.074,0.0636,70,0.608,0.111,15.3
LT,SIEMENS,Industrials,15,Classical,Random,EOD_Flat,RollingCheck,0,16,0.62,0.0559,0.0467,49,0.534,0.11,14.2
LT,SIEMENS,Industrials,15,Classical,Random,EOD_Flat,RollingCheck,1,16,0.44,0.06,0.0496,47,0.502,0.14,11.8
LT,SIEMENS,Industrials,15,Classical,Random,EOD_Flat,SkipCheck,0,16,0.7,0.0783,0.0606,73,0.537,0.151,27.8
LT,SIEMENS,Industrials,15,Classical,Random,EOD_Flat,SkipCheck,1,16,0.34,0.0423,0.0422,82,0.465,0.089,23.3
LT,SIEMENS,Industrials,15,Preferred,Ranked,Carry,RollingCheck,0,16,1.37,0.2415,0.1988,40,0.488,0.111,21.4
LT,SIEMENS,Industrials,15,Preferred,Ranked,Carry,RollingCheck,1,16,1.06,0.1467,0.1299,61,0.527,0.09,12.8
LT,SIEMENS,Industrials,15,Preferred,Ranked,Carry,SkipCheck,0,16,1.57,0.3173,0.2603,58,0.579,0.117,27.8
LT,SIEMENS,Industrials,15,Preferred,Ranked,Carry,SkipCheck,1,16,1.1,0.1964,0.1493,66,0.568,0.122,19.8
LT,SIEMENS,Industrials,15,Preferred,Ranked,EOD_Flat,RollingCheck,0,16,1.64,0.2855,0.2551,60,0.536,0.126,22.6
LT,SIEMENS,Industrials,15,Preferred,Ranked,EOD_Flat,RollingCheck,1,16,0.78,0.2134,0.1813,63,0.526,0.168,20.1
LT,SIEMENS,Industrials,15,Preferred,Ranked,EOD_Flat,SkipCheck,0,16,1.33,0.2785,0.2491,62,0.544,0.087,21.8
LT,SIEMENS,Industrials,15,Preferred,Ranked,EOD_Flat,SkipCheck,1,16,1.02,0.1847,0.1333,39,0.585,0.136,22.5
LT,SIEMENS,Industrials,15,Preferred,Random,Carry,RollingCheck,0,16,1.15,0.2324,0.1944,51,0.569,0.18,30.1
LT,SIEMENS,Industrials,15,Preferred,Random,Carry,RollingCheck,1,16,0.79,0.1072,0.1025,56,0.53,0.104,21.5
LT,SIEMENS,Industrials,15,Preferred,Random,Carry,SkipCheck,0,16,1.05,0.2884,0.2702,69,0.487,0.143,15.2
LT,SIEMENS,Industrials,15,Preferred,Random,Carry,SkipCheck,1,16,0.87,0.1807,0.1334,42,0.537,0.151,24.0
LT,SIEMENS,Industrials,15,Preferred,Random,EOD_Flat,RollingCheck,0,16,1.1,0.1708,0.1613,60,0.587,0.122,23.2
LT,SIEMENS,Industrials,15,Preferred,Random,EOD_Flat,RollingCheck,1,16,0.88,0.1102,0.0934,43,0.391,0.128,21.5
LT,SIEMENS,Industrials,15,Preferred,Random,EOD_Flat,SkipCheck,0,16,0.98,0.2006,0.1701,37,0.571,0.118,27.3
LT,SIEMENS,Industrials,15,Preferred,Random,EOD_Flat,SkipCheck,1,16,0.73,0.1287,0.0993,58,0.563,0.115,13.7
LT,SIEMENS,Industrials,30,Classical,Ranked,Carry,RollingCheck,0,16,1.0,0.0915,0.0792,48,0.398,0.117,21.9
LT,SIEMENS,Industrials,30,Classical,Ranked,Carry,RollingCheck,1,16,0.58,0.0657,0.055,48,0.533,0.163,17.9
LT,SIEMENS,Industrials,30,Classical,Ranked,Carry,SkipCheck,0,16,1.08,0.1226,0.0933,54,0.521,0.11,24.3
LT,SIEMENS,Industrials,30,Classical,Ranked,Carry,SkipCheck,1,16,0.61,0.1427,0.1387,57,0.491,0.095,19.9
LT,SIEMENS,Industrials,30,Classical,Ranked,EOD_Flat,RollingCheck,0,16,0.89,0.1372,0.1341,34,0.517,0.15,26.4
LT,SIEMENS,Industrials,30,Classical,Ranked,EOD_Flat,RollingCheck,1,16,0.59,0.0824,0.0605,68,0.531,0.063,20.5
LT,SIEMENS,Industrials,30,Classical,Ranked,EOD_Flat,SkipCheck,0,16,0.9,0.1372,0.1115,63,0.58,0.114,15.6
LT,SIEMENS,Industrials,30,Classical,Ranked,EOD_Flat,SkipCheck,1,16,0.68,0.1137,0.1069,27,0.474,0.103,22.4
LT,SIEMENS,Industrials,30,Classical,Random,Carry,RollingCheck,0,16,0.39,0.1765,0.1566,61,0.531,0.101,20.3
LT,SIEMENS,Industrials,30,Classical,Random,Carry,RollingCheck,1,16,0.39,0.0725,0.0689,52,0.459,0.099,13.2
LT,SIEMENS,Industrials,30,Classical,Random,Carry,SkipCheck,0,16,0.69,0.0795,0.0653,51,0.508,0.121,26.3
LT,SIEMENS,Industrials,30,Classical,Random,Carry,SkipCheck,1,16,0.75,0.1121,0.0842,50,0.449,0.08,22.2
LT,SIEMENS,Industrials,30,Classical,Random,EOD_Flat,RollingCheck,0,16,0.53,0.109,0.0808,66,0.46,0.156,23.0
LT,SIEMENS,Industrials,30,Classical,Random,EOD_Flat,RollingCheck,1,16,0.44,0.0597,0.0446,69,0.476,0.097,28.0
LT,SIEMENS,Industrials,30,Classical,Random,EOD_Flat,SkipCheck,0,16,0.67,0.1291,0.0939,44,0.416,0.12,16.7
LT,SIEMENS,Industrials,30,Classical,Random,EOD_Flat,SkipCheck,1,16,0.43,0.037,0.0298,70,0.53,0.108,14.9
LT,SIEMENS,Industrials,30,Preferred,Ranked,Carry,RollingCheck,0,16,1.35,0.2588,0.2432,46,0.58,0.096,18.6
LT,SIEMENS,Industrials,30,Preferred,Ranked,Carry,RollingCheck,1,16,0.93,0.1711,0.1704,52,0.616,0.145,20.8
LT,SIEMENS,Industrials,30,Preferred,Ranked,Carry,SkipCheck,0,16,1.37,0.3063,0.2492,66,0.6,0.147,21.8
LT,SIEMENS,Industrials,30,Preferred,Ranked,Carry,SkipCheck,1,16,1.06,0.153,0.1411,68,0.621,0.133,17.5
LT,SIEMENS,Industrials,30,Preferred,Ranked,EOD_Flat,RollingCheck,0,16,1.36,0.2572,0.2158,52,0.5,0.118,18.8
LT,SIEMENS,Industrials,30,Preferred,Ranked,EOD_Flat,RollingCheck,1,16,1.19,0.1768,0.159,53,0.577,0.12,26.1
LT,SIEMENS,Industrials,30,Preferred,Ranked,EOD_Flat,SkipCheck,0,16,1.55,0.238,0.1916,93,0.61,0.082,23.9
LT,SIEMENS,Industrials,30,Preferred,Ranked,EOD_Flat,SkipCheck,1,16,1.12,0.1559,0.1182,63,0.613,0.144,24.8
LT,SIEMENS,Industrials,30,Preferred,Random,Carry,RollingCheck,0,16,1.18,0.1783,0.1712,67,0.547,0.086,19.2
LT,SIEMENS,Industrials,30,Preferred,Random,Carry,RollingCheck,1,16,0.86,0.1282,0.102,50,0.538,0.092,25.6
LT,SIEMENS,Industrials,30,Preferred,Random,Carry,SkipCheck,0,16,1.17,0.2936,0.2482,51,0.615,0.058,15.2
LT,SIEMENS,Industrials,30,Preferred,Random,Carry,SkipCheck,1,16,0.88,0.0827,0.0779,65,0.439,0.084,24.4
LT,SIEMENS,Industrials,30,Preferred,Random,EOD_Flat,RollingCheck,0,16,1.13,0.1956,0.1794,87,0.599,0.123,18.3
LT,SIEMENS,Industrials,30,Preferred,Random,EOD_Flat,RollingCheck,1,16,1.07,0.1388,0.1121,58,0.578,0.1,19.8
LT,SIEMENS,Industrials,30,Preferred,Random,EOD_Flat,SkipCheck,0,16,1.22,0.3234,0.25,49,0.576,0.115,13.2
LT,SIEMENS,Industrials,30,Preferred,Random,EOD_Flat,SkipCheck,1,16,0.71,0.1131,0.1011,75,0.574,0.098,19.3
LT,SIEMENS,Industrials,60,Classical,Ranked,Carry,RollingCheck,0,16,1.11,0.162,0.1138,51,0.501,0.144,45.6
LT,SIEMENS,Industrials,60,Classical,Ranked,Carry,RollingCheck,1,16,0.67,0.0948,0.0794,62,0.52,0.118,41.3
LT,SIEMENS,Industrials,60,Classical,Ranked,Carry,SkipCheck,0,16,0.98,0.122,0.1021,32,0.552,0.12,38.7
LT,SIEMENS,Industrials,60,Classical,Ranked,Carry,SkipCheck,1,16,0.75,0.1277,0.1023,70,0.527,0.141,57.0
LT,SIEMENS,Industrials,60,Classical,Ranked,EOD_Flat,RollingCheck,0,16,1.12,0.0994,0.0862,46,0.548,0.095,45.7
LT,SIEMENS,Industrials,60,Classical,Ranked,EOD_Flat,RollingCheck,1,16,0.78,0.0524,0.0476,28,0.499,0.154,44.1
LT,SIEMENS,Industrials,60,Classical,Ranked,EOD_Flat,SkipCheck,0,16,1.02,0.1605,0.1222,55,0.537,0.124,35.1
LT,SIEMENS,Industrials,60,Classical,Ranked,EOD_Flat,SkipCheck,1,16,0.76,0.0743,0.0608,54,0.433,0.142,44.0
LT,SIEMENS,Industrials,60,Classical,Random,Carry,RollingCheck,0,16,0.65,0.1382,0.1377,49,0.497,0.107,36.9
LT,SIEMENS,Industrials,60,Classical,Random,Carry,RollingCheck,1,16,0.38,0.0767,0.0673,63,0.505,0.121,50.2
LT,SIEMENS,Industrials,60,Classical,Random,Carry,SkipCheck,0,16,0.73,0.1643,0.1423,33,0.511,0.123,42.9
LT,SIEMENS,Industrials,60,Classical,Random,Carry,SkipCheck,1,16,0.54,0.0692,0.0585,61,0.464,0.065,41.5
LT,SIEMENS,Industrials,60,Classical,Random,EOD_Flat,RollingCheck,0,16,0.46,0.1211,0.0863,40,0.458,0.129,45.6
LT,SIEMENS,Industrials,60,Classical,Random,EOD_Flat,RollingCheck,1,16,0.5,0.02,0.0143,48,0.503,0.151,47.5
LT,SIEMENS,Industrials,60,Classical,Random,EOD_Flat,SkipCheck,0,16,0.67,0.1023,0.0936,60,0.54,0.122,39.9
LT,SIEMENS,Industrials,60,Classical,Random,EOD_Flat,SkipCheck,1,16,0.48,0.0261,0.0221,59,0.43,0.116,47.6
LT,SIEMENS,Industrials,60,Preferred,Ranked,Carry,RollingCheck,0,16,1.62,0.2423,0.2135,48,0.467,0.11,40.3
LT,SIEMENS,Industrials,60,Preferred,Ranked,Carry,RollingCheck,1,16,0.95,0.1703,0.1233,55,0.549,0.124,45.5
LT,SIEMENS,Industrials,60,Preferred,Ranked,Carry,SkipCheck,0,16,1.54,0.3153,0.2257,67,0.571,0.121,52.2
LT,SIEMENS,Industrials,60,Preferred,Ranked,Carry,SkipCheck,1,16,1.11,0.1565,0.1437,49,0.517,0.103,47.7
LT,SIEMENS,Industrials,60,Preferred,Ranked,EOD_Flat,RollingCheck,0,16,1.5,0.2278,0.1973,71,0.491,0.117,49.9
LT,SIEMENS,Industrials,60,Preferred,Ranked,EOD_Flat,RollingCheck,1,16,0.86,0.1526,0.1437,46,0.549,0.124,59.6
LT,SIEMENS,Industrials,60,Preferred,Ranked,EOD_Flat,SkipCheck,0,16,1.43,0.2361,0.1889,98,0.583,0.094,52.0
LT,SIEMENS,Industrials,60,Preferred,Ranked,EOD_Flat,SkipCheck,1,16,0.92,0.1414,0.1234,53,0.5,0.136,54.0
